BygningAnvendelsesKode_Value,BygningOpfoerelsesaar_Value,BygningSamletBoligAreal_Value,BygningVarmeinstallation_Value,EnhedAntalVaerelser_Value
130,1982,344,2,3
140,1968,1198,1,2
140,1968,1198,1,1
140,1968,1198,1,4
140,1968,1198,1,3
140,1968,1198,1,3
140,1968,1198,1,3
140,1968,1198,1,3
140,1968,1198,1,1
140,1968,1198,1,1
140,1968,1198,1,3
140,1968,1198,1,2
140,1968,1198,1,
140,1968,1198,1,3
140,1968,1198,1,3
140,1968,1198,1,4
140,1968,1198,1,2
140,1968,1198,1,3
130,1940,100,2,5
140,1777,614,2,6
140,1777,614,2,4
140,1777,614,2,4
140,1777,614,2,4
130,1982,106,1,3
130,1975,118,2,4
130,2007,114,1,4
130,1965,117,2,4
130,1967,91,2,3
130,1965,93,7,4
130,1981,240,7,4
130,1981,240,7,4
130,1981,240,7,
130,2012,134,2,2
130,1962,100,1,4
140,1954,632,1,3
140,1954,632,1,3
140,1954,632,1,4
140,1954,632,1,4
140,1954,632,1,3
130,2007,114,1,5
130,1956,142,2,4
130,1986,508,1,4
130,1986,508,1,3
130,1986,508,1,2
130,2007,148,2,5
140,1790,289,2,3
140,1790,289,2,4
140,1790,289,2,2
130,1981,118,7,5
140,1900,204,2,4
140,1900,204,2,4
130,1906,160,2,6
130,1982,344,2,3
130,1699,113,2,4
130,2000,112,1,4
140,1905,236,1,5
140,1905,236,1,2
140,1954,632,1,3
140,1954,632,1,3
140,1954,632,1,4
140,1954,632,1,4
130,1969,147,2,6
130,2009,325,2,3
130,1987,280,7,5
140,1916,286,2,3
140,1916,286,2,1
140,1916,286,2,5
140,1916,286,2,3
130,2004,130,1,4
140,1900,350,2,2
140,1900,350,2,3
140,1900,350,2,2
140,1900,350,2,3
140,1900,350,2,2
140,1900,350,2,
140,1900,350,2,3
130,1983,171,1,4
130,1983,171,1,3
130,2008,190,1,3
130,1982,168,1,5
130,2008,111,1,4
140,1917,203,7,3
140,1917,203,7,3
130,1931,138,1,4
130,2009,114,2,4
130,2008,83,2,3
140,1863,336,2,3
140,1863,336,2,3
140,1863,336,2,3
130,1967,249,1,5
130,1967,249,1,5
130,1975,107,7,4
140,1894,394,2,3
140,1894,394,2,3
140,1894,394,2,3
140,1894,394,2,3
140,1894,394,2,
140,1894,394,2,3
140,1894,394,2,3
130,1983,206,1,4
130,1983,206,1,4
130,1982,127,1,4
130,1971,97,2,4
130,1965,240,2,4
130,2003,45,1,2
140,1990,242,2,2
140,1990,242,2,2
140,1700,177,2,4
140,1700,177,2,3
130,1921,104,1,5
140,1971,2361,2,4
140,1971,2361,2,4
140,1971,2361,2,5
140,1971,2361,2,4
140,1971,2361,2,4
140,1971,2361,2,4
140,1971,2361,2,5
140,1971,2361,2,4
140,1971,2361,2,3
140,1971,2361,2,4
140,1971,2361,2,3
140,1971,2361,2,2
140,1971,2361,2,5
140,1971,2361,2,4
140,1905,163,2,2
140,1905,163,2,3
130,1976,896,7,4
130,1976,896,7,4
130,1976,896,7,3
130,1976,896,7,2
130,1976,896,7,1
130,1976,896,7,
130,1940,129,1,7
130,1940,129,1,1
130,1940,129,1,1
140,2000,298,2,2
140,2000,298,2,2
140,2000,298,2,3
140,2000,298,2,2
130,2007,114,1,4
130,1967,113,2,4
140,1937,338,1,3
140,1937,338,1,3
140,1937,338,1,3
140,1937,338,1,4
140,2001,540,1,3
140,2001,540,1,4
140,2001,540,1,3
140,2001,540,1,4
140,2001,540,1,3
140,2001,540,1,4
130,1959,92,1,4
130,1968,124,1,4
140,1955,2194,2,1
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,1
140,1955,2194,2,1
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,1
140,1955,2194,2,1
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,1
140,1955,2194,2,1
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,1
140,1955,2194,2,1
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,1
140,1955,2194,2,1
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,1
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
140,1955,2194,2,2
130,2008,136,1,4
140,1909,179,3,3
140,1909,179,3,3
130,1997,102,1,2
130,1975,242,1,2
130,1975,242,1,2
130,1986,213,2,3
130,1986,213,2,2
130,1971,127,1,5
130,2012,190,2,3
130,2012,190,2,2
130,1982,321,1,4
130,1982,106,1,3
130,1979,276,1,5
140,1970,2070,1,1
140,1970,2070,1,3
140,1970,2070,1,4
140,1970,2070,1,2
140,1970,2070,1,1
140,1970,2070,1,3
140,1970,2070,1,4
140,1970,2070,1,3
140,1970,2070,1,3
140,1970,2070,1,2
140,1970,2070,1,1
140,1970,2070,1,1
140,1970,2070,1,3
140,1970,2070,1,4
140,1970,2070,1,3
140,1970,2070,1,-1
130,1972,97,2,4
130,2007,114,1,4
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,1
140,1970,4609,1,2
140,1970,4609,1,2
140,1970,4609,1,2
130,1970,117,7,4
130,2005,121,1,4
130,2005,136,1,3
140,1924,250,1,2
140,1924,250,1,3
130,1940,109,2,6
130,1965,97,2,4
130,1987,108,2,4
130,1962,107,2,5
130,1986,245,1,4
130,1986,245,1,3
130,1986,245,1,2
130,1977,102,2,4
130,1978,133,2,4
140,1920,201,1,4
140,1920,201,1,2
140,1936,282,1,2
140,1936,282,1,2
140,1936,282,1,2
140,1936,282,1,2
130,1974,142,1,5
130,2005,121,1,4
130,1976,124,7,4
140,1713,154,2,2
140,1924,270,1,2
140,1924,270,1,3
140,1924,270,1,3
130,1990,296,1,3
130,1990,296,1,2
130,1967,113,5,3
130,2002,119,2,5
130,1950,125,2,4
130,1950,125,2,1
130,1999,80,2,2
140,2008,1208,1,2
140,2008,1208,1,2
140,2008,1208,1,2
140,2008,1208,1,2
140,2008,1208,1,2
140,2008,1208,1,2
140,2008,1208,1,2
140,2008,1208,1,3
140,2008,1208,1,2
140,2008,1208,1,2
140,2008,1208,1,2
140,2008,1208,1,2
130,1877,304,5,7
130,1877,304,5,6
130,1976,124,7,3
130,1991,224,2,2
130,1991,224,2,1
130,1974,145,7,4
130,1973,192,1,4
130,1966,96,1,4
130,1827,132,2,4
130,1983,210,1,3
130,1983,210,1,2
130,1887,256,2,2
130,1887,256,2,2
130,1887,256,2,3
130,1982,208,1,4
140,1968,2136,2,2
140,1968,2136,2,
140,1968,2136,2,2
140,1968,2136,2,
140,1968,2136,2,
140,1968,2136,2,2
140,1968,2136,2,2
140,1968,2136,2,
140,1968,2136,2,
140,1968,2136,2,2
140,1968,2136,2,
140,1968,2136,2,2
140,1968,2136,2,
140,1968,2136,2,
140,1968,2136,2,2
140,1968,2136,2,2
140,1968,2136,2,
140,1968,2136,2,
140,1968,2136,2,2
140,1968,2136,2,
140,1968,2136,2,
140,1968,2136,2,2
140,1968,2136,2,
140,1968,2136,2,
140,1968,2136,2,
140,1968,2136,2,2
140,1968,2136,2,2
140,1968,2136,2,
140,1968,2136,2,
130,1984,246,1,3
130,1959,90,1,3
140,1950,912,2,3
140,1950,912,2,3
140,1950,912,2,4
140,1950,912,2,3
140,1950,912,2,3
140,1950,912,2,3
140,1950,912,2,4
140,1950,912,2,3
140,1950,912,2,3
140,1950,912,2,2
140,1950,912,2,4
140,1950,912,2,3
130,2003,105,1,4
140,1927,469,1,4
140,1927,469,1,4
140,1927,469,1,4
140,1927,469,1,3
140,1927,469,1,3
140,1927,469,1,2
140,1927,469,1,4
140,1982,384,2,5
140,1982,384,2,3
140,1982,384,2,3
140,1637,335,2,3
140,1637,335,2,5
140,1637,335,2,5
140,1637,335,2,3
140,1890,312,2,3
140,1890,312,2,3
140,1890,312,2,1
140,1890,312,2,3
130,1973,144,7,5
130,2009,85,2,2
130,1981,116,1,3
130,1982,106,1,3
130,1964,77,2,4
130,2002,83,1,3
130,1961,106,1,4
130,2000,112,1,4
130,1958,106,1,4
130,1994,499,1,4
130,1994,499,1,4
130,1994,499,1,3
130,1994,499,1,3
130,1994,499,1,3
130,2004,372,1,2
130,2004,372,1,2
130,2004,372,1,2
130,2009,134,7,3
130,1976,181,7,3
130,1976,181,7,3
130,1975,118,2,4
130,1985,258,2,6
130,1985,258,2,4
130,1977,133,2,5
130,1959,92,1,4
130,1971,127,1,5
130,1977,108,1,4
140,1937,390,2,2
140,1937,390,2,2
140,1937,390,2,2
140,1937,390,2,2
140,1937,390,2,2
140,1937,390,2,4
140,1937,390,2,2
130,2001,104,1,4
130,1982,144,1,5
130,1996,280,1,4
130,1996,280,1,3
130,1977,168,7,5
130,1961,113,2,4
140,1933,333,2,5
140,1933,333,2,5
140,1933,333,2,3
140,1995,1258,2,4
140,1995,1258,2,3
140,1995,1258,2,2
140,1995,1258,2,3
140,1995,1258,2,2
140,1995,1258,2,4
140,1995,1258,2,3
140,1995,1258,2,2
140,1995,1258,2,3
140,1995,1258,2,2
140,1898,505,1,3
140,1898,505,1,3
140,1898,505,1,3
140,1898,505,1,3
140,1898,505,1,4
140,1898,505,1,3
140,1898,505,1,
140,1898,505,1,3
130,2008,94,2,3
140,1924,290,2,2
140,1924,290,2,2
140,1924,290,2,2
140,1924,290,2,2
130,2009,85,2,2
140,1969,2016,1,3
140,1969,2016,1,3
140,1969,2016,1,3
140,1969,2016,1,3
140,1969,2016,1,3
140,1969,2016,1,3
140,1969,2016,1,3
130,1982,106,1,3
130,1972,192,1,5
140,1924,480,1,2
140,1924,480,1,2
140,1924,480,1,2
140,1924,480,1,2
140,1924,480,1,2
140,1924,480,1,2
140,1924,480,1,2
130,1968,112,2,4
140,1968,1074,2,4
140,1968,1074,2,
140,1968,1074,2,
140,1968,1074,2,4
140,1968,1074,2,
140,1968,1074,2,
140,1968,1074,2,4
140,1968,1074,2,
140,1968,1074,2,
140,1968,1074,2,4
140,1968,1074,2,
140,1968,1074,2,
140,1968,1074,2,4
140,1968,1074,2,4
140,1968,1074,2,
140,1968,1074,2,4
140,1968,1074,2,4
140,1968,1074,2,
140,1968,1074,2,4
140,1968,1074,2,4
140,1968,1074,2,
140,1968,1074,2,
140,1968,1074,2,4
140,1968,1074,2,
140,1968,1074,2,
130,2008,111,1,4
140,1938,320,2,2
140,1938,320,2,2
140,1938,320,2,4
140,1938,320,2,2
140,1938,320,2,2
140,1934,224,2,2
140,1934,224,2,2
140,1934,224,2,2
140,1934,224,2,2
130,1958,129,1,5
130,2008,116,2,4
140,1940,636,1,4
140,1940,636,1,3
140,1940,636,1,4
140,1940,636,1,4
140,1940,636,1,4
140,1940,636,1,4
140,1940,636,1,4
140,1940,636,1,4
130,1992,282,2,3
130,1992,282,2,3
130,1992,282,2,2
130,1983,219,1,3
130,1983,219,1,2
140,1965,1710,1,1
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,3
140,1965,1710,1,3
140,1965,1710,1,1
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,3
140,1965,1710,1,3
140,1965,1710,1,1
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,3
140,1965,1710,1,3
130,1967,113,2,4
130,1964,120,2,4
130,1980,120,1,4
130,1976,124,7,5
140,1990,404,2,4
130,1976,108,1,4
190,1885,92,3,6
130,1940,120,2,6
140,1920,294,2,4
140,1920,294,2,4
140,1877,234,2,1
140,1877,234,2,
140,1877,234,2,3
140,1877,234,2,3
140,1877,234,2,2
140,1877,234,2,2
140,1877,234,2,2
140,1877,234,2,2
130,1921,100,1,5
130,1982,192,7,3
130,1982,192,7,3
130,1962,101,2,5
130,1860,237,1,7
130,1860,237,1,2
130,2005,121,1,4
130,1971,148,2,4
130,1983,162,1,4
130,1983,162,1,2
130,1973,144,7,4
130,1976,124,1,4
130,1987,143,7,5
140,1936,240,1,2
140,1936,240,1,2
140,1936,240,1,2
140,1936,240,1,2
130,2000,104,1,4
130,1996,85,2,3
130,2001,132,1,4
130,1977,188,1,4
130,2009,131,2,4
140,1850,258,1,3
140,1850,258,1,1
140,1850,258,1,1
140,1850,258,1,3
140,1850,258,1,3
140,1990,344,2,3
140,1858,241,2,3
140,1858,241,2,3
140,1858,241,2,1
140,1858,241,2,1
130,1775,90,7,5
140,1905,408,1,6
140,1905,408,1,3
140,1905,408,1,3
140,1905,408,1,2
140,1905,408,1,1
140,1905,408,1,4
140,1827,230,2,2
140,1827,230,2,6
140,1827,230,2,2
130,1951,138,2,6
130,1998,94,1,3
140,2015,172,2,4
140,2015,172,2,4
140,2015,172,2,4
140,2015,172,2,4
140,1954,632,1,3
140,1954,632,1,3
140,1954,632,1,4
140,1954,632,1,4
130,1970,110,2,4
130,2006,192,2,4
130,2006,192,2,3
130,2005,121,1,4
140,1936,650,2,3
140,1936,650,2,3
140,1936,650,2,4
140,1936,650,2,3
140,1936,650,2,3
140,1936,650,2,3
140,1936,650,2,4
140,1936,650,2,3
140,1936,177,1,2
140,1936,177,1,2
140,1936,177,1,1
140,1936,177,1,2
130,1887,99,2,3
130,1973,146,2,5
130,1977,111,1,4
130,2009,109,1,4
140,1901,578,2,2
140,1901,578,2,2
140,1901,578,2,2
140,1901,578,2,2
140,1901,578,2,2
140,1901,578,2,2
140,1901,578,2,2
130,1975,124,1,4
130,1962,100,2,4
140,1955,3036,1,4
140,1955,3036,1,4
140,1955,3036,1,3
140,1955,3036,1,4
140,1955,3036,1,4
140,1955,3036,1,3
140,1955,3036,1,4
140,1955,3036,1,4
140,1955,3036,1,3
140,1955,3036,1,4
140,1955,3036,1,4
140,1955,3036,1,3
140,1955,3036,1,4
140,1955,3036,1,4
140,1955,3036,1,3
140,1955,3036,1,4
140,1955,3036,1,4
140,1955,3036,1,3
140,1934,201,1,2
140,1934,201,1,4
130,2003,45,1,2
140,1938,378,2,4
140,1938,378,2,2
140,1938,378,2,2
140,1938,378,2,9
130,1921,100,1,5
130,1979,119,7,5
130,1987,114,2,4
130,1974,142,1,5
130,1978,188,1,4
140,1933,548,1,3
140,1933,548,1,3
140,1933,548,1,3
140,1933,548,1,3
140,1933,548,1,3
140,1933,548,1,3
140,1933,548,1,3
140,1933,548,1,3
140,1875,470,7,3
140,1875,470,7,3
140,1875,470,7,3
140,1875,470,7,3
140,1875,470,7,3
140,1875,470,7,2
140,1875,470,7,2
130,1985,209,7,4
130,1985,209,7,3
130,2000,113,1,3
130,1998,243,2,1
130,1998,243,2,3
130,1998,243,2,2
130,2004,145,1,4
130,1982,126,1,4
130,1974,142,1,5
130,1998,111,1,4
140,2002,966,1,4
140,2002,966,1,4
140,2002,966,1,4
140,2002,966,1,4
140,2002,966,1,3
140,2002,966,1,3
130,1973,144,7,5
130,1976,124,7,5
130,1976,124,1,4
140,1965,4920,1,4
140,1965,4920,1,3
140,1965,4920,1,4
140,1965,4920,1,3
140,1965,4920,1,4
140,1965,4920,1,3
140,1965,4920,1,4
140,1965,4920,1,3
140,1965,4920,1,4
140,1965,4920,1,3
140,1965,4920,1,4
140,1965,4920,1,3
140,1965,4920,1,4
140,1965,4920,1,3
140,1965,4920,1,4
140,1965,4920,1,3
140,1965,4920,1,4
140,1965,4920,1,3
140,1965,4920,1,3
140,1965,4920,1,2
130,1990,134,1,2
130,1999,133,1,4
130,2000,111,1,4
130,1965,320,2,4
130,1978,102,2,4
140,1910,168,2,3
140,1910,168,2,3
140,1926,415,1,4
140,1926,415,1,2
140,1926,415,1,2
140,1926,415,1,3
140,1926,415,1,3
130,1958,109,1,4
140,1900,532,2,3
140,1900,532,2,3
140,1900,532,2,3
140,1900,532,2,2
140,1900,532,2,3
140,1900,532,2,3
140,1970,2124,1,2
140,1970,2124,1,3
140,1970,2124,1,3
140,1970,2124,1,2
140,1970,2124,1,3
140,1970,2124,1,3
140,1970,2124,1,2
140,1970,2124,1,3
140,1970,2124,1,3
130,2008,85,1,3
130,1845,137,2,4
140,1935,404,2,2
140,1935,404,2,2
140,1935,404,2,3
140,1935,404,2,2
140,1935,404,2,4
140,1935,404,2,4
140,1935,404,2,3
130,1900,165,1,4
130,1982,180,1,2
130,2009,114,2,4
130,1976,108,1,4
130,1975,111,7,4
130,1982,321,1,4
130,1978,133,2,4
130,2003,45,1,2
140,1996,592,2,3
140,1996,592,2,3
130,1981,131,1,5
130,1959,96,1,4
130,2008,116,2,4
130,1975,94,2,5
130,1998,94,1,3
190,1962,140,2,2
190,1962,140,2,3
130,2007,133,1,4
140,1896,558,2,8
140,1896,558,2,2
140,1896,558,2,5
140,1896,558,2,2
140,1896,558,2,5
140,1896,558,2,2
140,1896,558,2,3
130,1981,118,7,5
140,1903,355,7,2
140,1903,355,7,2
140,1903,355,7,3
140,1903,355,7,3
140,1903,355,7,2
140,1903,355,7,2
140,1937,621,2,3
140,1937,621,2,2
140,1937,621,2,2
140,1937,621,2,3
140,1937,621,2,3
140,1937,621,2,3
140,1937,621,2,3
140,1937,621,2,2
140,1937,621,2,2
130,1976,146,2,5
130,1961,114,1,4
130,1976,640,7,3
130,1976,640,7,2
130,1976,640,7,1
130,1760,147,7,3
130,2008,136,1,4
130,1941,84,1,4
130,1973,146,2,5
140,1970,2699,1,2
140,1970,2699,1,2
140,1970,2699,1,3
140,1970,2699,1,3
140,1970,2699,1,4
140,1970,2699,1,3
140,1970,2699,1,2
140,1970,2699,1,3
140,1970,2699,1,4
140,1970,2699,1,2
140,1970,2699,1,4
140,1970,2699,1,3
140,1970,2699,1,2
140,1970,2699,1,3
140,1970,2699,1,2
140,1970,2699,1,2
140,1970,2699,1,5
140,1970,2699,1,3
140,1970,2699,1,4
130,1965,117,2,4
130,2001,132,1,4
130,1975,118,2,4
130,1734,114,2,5
140,1990,344,2,3
130,1982,400,2,4
130,1985,258,2,4
130,1985,258,2,4
140,1902,206,1,3
140,1902,206,1,2
140,1902,206,1,3
130,2009,64,1,2
130,2007,83,2,3
140,1895,238,2,4
140,1895,238,2,4
140,1895,238,2,3
140,1895,238,2,4
140,1895,238,2,4
130,1950,76,2,3
130,1977,108,1,4
130,1940,100,2,5
130,1985,112,2,4
130,1940,87,2,5
130,2007,94,2,4
140,1972,2685,1,3
140,1972,2685,1,1
140,1972,2685,1,3
140,1972,2685,1,4
140,1972,2685,1,3
140,1972,2685,1,2
140,1972,2685,1,1
140,1972,2685,1,5
140,1972,2685,1,3
140,1972,2685,1,4
140,1972,2685,1,2
140,1972,2685,1,3
140,1972,2685,1,2
140,1972,2685,1,2
140,1972,2685,1,3
140,1972,2685,1,2
140,1972,2685,1,2
140,1972,2685,1,1
140,1972,2685,1,1
140,1972,2685,1,3
140,1972,2685,1,3
140,1972,2685,1,4
130,1982,344,2,3
140,1914,188,2,3
140,1914,188,2,3
130,1982,180,1,2
130,1971,128,2,4
130,1998,123,1,4
130,1962,100,2,4
130,1962,100,2,4
130,1969,117,7,4
130,1760,552,2,5
130,1760,552,2,4
130,1760,552,2,5
130,1760,552,2,3
130,2014,108,1,4
130,2014,108,1,4
130,1976,124,7,4
130,2008,109,1,3
130,1982,168,1,3
130,1921,100,1,5
130,1997,250,1,3
130,1997,250,1,3
130,2008,107,2,4
130,1982,168,1,3
130,1973,192,1,5
140,1935,702,1,2
140,1935,702,1,2
140,1935,702,1,2
140,1935,702,1,3
140,1935,702,1,2
140,1935,702,1,2
140,1935,702,1,3
140,1935,702,1,2
140,1935,702,1,2
140,1935,702,1,3
140,1935,702,1,2
140,1935,702,1,2
140,1887,590,2,1
140,1887,590,2,1
140,1887,590,2,1
140,1887,590,2,4
140,1887,590,2,1
140,1887,590,2,2
140,1887,590,2,3
140,1887,590,2,1
140,1887,590,2,3
140,1887,590,2,3
140,1887,590,2,2
140,1887,590,2,2
130,1948,105,7,4
130,1987,108,2,4
130,1921,100,2,5
130,1948,100,7,4
130,1963,80,2,3
130,1976,124,7,5
140,1962,526,2,3
140,1962,526,2,3
140,1962,526,2,2
140,1962,526,2,2
140,1962,526,2,3
140,1962,526,2,3
140,1962,526,2,2
140,1962,526,2,2
130,1736,84,2,1
130,1736,84,2,1
130,1963,123,1,4
140,1907,136,1,4
140,1907,136,1,3
130,2003,105,1,4
130,1984,185,7,4
130,1984,185,7,3
140,1954,256,1,2
140,1954,256,1,1
140,1954,256,1,1
130,1973,144,7,5
130,1921,100,2,5
130,1972,146,2,5
140,1972,2070,1,2
140,1972,2070,1,1
140,1972,2070,1,3
140,1972,2070,1,4
140,1972,2070,1,3
140,1972,2070,1,2
140,1972,2070,1,1
140,1972,2070,1,5
140,1972,2070,1,3
140,1972,2070,1,4
140,1972,2070,1,3
140,1972,2070,1,3
140,1972,2070,1,1
140,1972,2070,1,3
140,1972,2070,1,4
140,1972,2070,1,3
130,2000,112,1,4
140,1924,179,2,2
140,1924,179,2,4
130,1735,141,2,6
140,2002,966,1,3
140,2002,966,1,3
140,2002,966,1,4
140,2002,966,1,4
140,2002,966,1,3
140,2002,966,1,3
140,2000,772,2,2
140,2000,772,2,2
140,2000,772,2,2
140,2000,772,2,2
140,2000,772,2,2
140,2000,772,2,2
140,2000,772,2,2
140,2000,772,2,2
140,2000,772,2,2
140,2000,772,2,2
140,2000,772,2,2
140,2000,772,2,2
140,1928,384,7,3
140,1928,384,7,2
140,1928,384,7,3
140,1928,384,7,2
140,1928,384,7,2
140,1928,384,7,2
130,1970,115,2,4
130,1977,108,1,4
130,2007,96,2,4
140,1904,398,2,6
140,1904,398,2,7
130,2008,111,1,4
140,1933,456,1,2
140,1933,456,1,2
140,1933,456,1,2
140,1933,456,1,2
140,1938,214,1,1
140,1938,214,1,2
140,1938,214,1,3
140,1938,214,1,5
140,1938,214,1,2
140,1938,214,1,2
130,2014,107,1,4
130,2014,107,1,4
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,5
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,4
140,1967,3574,1,4
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,4
140,1967,3574,1,1
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,3
140,1967,3574,1,2
140,1967,3574,1,2
140,1967,3574,1,2
130,1976,448,7,3
130,1976,448,7,2
130,1976,448,7,1
130,2001,104,1,4
130,1964,120,2,4
130,2008,111,1,4
130,1973,155,1,6
130,2008,658,2,2
130,2008,658,2,3
130,2008,658,2,2
130,2008,658,2,2
130,1976,108,1,4
130,1975,118,2,5
140,1854,431,2,3
140,1854,431,2,1
140,1854,431,2,2
140,1854,431,2,1
140,1854,431,2,3
140,1854,431,2,2
130,2009,85,2,2
140,1968,2160,2,1
140,1968,2160,2,
140,1968,2160,2,2
140,1968,2160,2,
140,1968,2160,2,
140,1968,2160,2,3
140,1968,2160,2,
140,1968,2160,2,
140,1968,2160,2,1
140,1968,2160,2,
140,1968,2160,2,2
140,1968,2160,2,
140,1968,2160,2,
140,1968,2160,2,3
140,1968,2160,2,
140,1968,2160,2,
140,1968,2160,2,4
140,1968,2160,2,4
140,1968,2160,2,
140,1968,2160,2,4
140,1968,2160,2,4
140,1968,2160,2,
140,1968,2160,2,1
140,1968,2160,2,
140,1968,2160,2,2
140,1968,2160,2,
140,1968,2160,2,
140,1968,2160,2,3
140,1968,2160,2,
140,1968,2160,2,
130,1970,115,2,4
130,1959,92,1,4
130,2009,106,1,4
130,2006,205,2,3
130,2006,205,2,3
140,1953,181,1,3
140,1953,181,1,3
140,1883,230,2,3
140,1883,230,2,3
140,1883,230,2,3
130,2005,135,1,3
140,2002,936,1,4
140,2002,936,1,4
140,2002,936,1,3
140,2002,936,1,3
130,2008,111,1,4
130,1976,124,1,3
140,1969,2656,1,1
140,1969,2656,1,5
140,1969,2656,1,3
140,1969,2656,1,4
140,1969,2656,1,2
140,1969,2656,1,1
140,1969,2656,1,-1
140,1969,2656,1,3
140,1969,2656,1,-1
140,1969,2656,1,4
140,1969,2656,1,3
140,1969,2656,1,3
140,1969,2656,1,2
140,1969,2656,1,4
140,1969,2656,1,3
140,1969,2656,1,1
140,1969,2656,1,5
140,1969,2656,1,3
140,1969,2656,1,4
130,1978,102,7,4
140,1910,336,2,8
140,1910,336,2,6
190,1906,480,1,5
190,1906,480,1,2
190,1906,480,1,1
190,1906,480,1,1
190,1906,480,1,1
190,1906,480,1,1
190,1906,480,1,1
190,1906,480,1,8
130,1877,560,2,3
130,1877,560,2,4
130,1877,560,2,3
130,1877,560,2,3
130,1877,560,2,2
130,1877,560,2,2
130,1877,560,2,1
130,1877,560,2,1
130,1877,560,2,5
130,1877,560,2,2
130,1978,102,2,4
130,1851,76,2,2
130,1970,115,2,4
130,1987,95,7,4
130,1919,177,2,6
140,1955,987,1,1
140,1955,987,1,3
140,1955,987,1,3
140,1955,987,1,3
140,1955,987,1,2
140,1955,987,1,1
140,1955,987,1,3
140,1955,987,1,3
140,1955,987,1,3
140,1955,987,1,2
140,1955,987,1,1
140,1955,987,1,3
140,1955,987,1,3
140,1955,987,1,3
140,1955,987,1,2
130,1972,97,2,4
130,1981,154,1,3
130,1979,120,1,4
130,1977,198,7,3
130,1977,198,7,
130,1699,83,2,3
130,1982,159,1,5
140,1970,614,1,2
140,1970,614,1,1
140,1970,614,1,1
140,1970,614,1,2
140,1970,614,1,1
140,1970,614,1,2
140,1970,614,1,1
140,1970,614,1,1
140,1970,614,1,1
140,1970,614,1,2
140,1970,614,1,1
140,1970,614,1,2
130,1973,146,2,5
130,1974,512,1,4
130,1974,512,1,3
130,1974,512,1,2
130,1974,512,1,1
130,1976,124,7,5
130,1965,168,2,5
140,1953,508,2,3
140,1953,508,2,2
140,1953,508,2,1
140,1953,508,2,3
