BygningAnvendelsesKode_Value,BygningOpfoerelsesaar_Value,BygningSamletBoligAreal_Value,BygningVarmeinstallation_Value,EnhedAntalVaerelser_Value
140,1966,2698,2,4
140,1966,2698,2,4
140,1966,2698,2,3
140,1966,2698,2,3
140,1966,2698,2,3
130,2004,130,1,4
140,1700,166,7,2
140,1700,166,7,3
140,1700,166,7,2
140,2002,514,2,4
140,2002,514,2,4
140,2002,514,2,4
140,2002,514,2,4
140,1934,404,1,2
140,1934,404,1,2
140,1934,404,1,2
140,1934,404,1,2
140,1934,404,1,2
140,1934,404,1,2
140,1898,238,1,2
140,1898,238,1,5
140,1785,224,2,-2
140,1785,224,2,3
140,1785,224,2,
140,1785,224,2,3
140,1785,224,2,2
130,1971,128,2,6
130,2008,83,2,3
140,1822,173,7,2
140,1822,173,7,2
140,1822,173,7,2
140,1952,828,1,2
140,1952,828,1,2
140,1952,828,1,2
140,1952,828,1,2
140,1952,828,1,2
140,1952,828,1,2
130,1976,108,1,4
140,1970,2750,1,2
140,1970,2750,1,3
140,1970,2750,1,3
140,1970,2750,1,2
140,1970,2750,1,3
140,1970,2750,1,3
140,1970,2750,1,2
140,1970,2750,1,2
140,1970,2750,1,4
140,1970,2750,1,2
140,1970,2750,1,2
140,1970,2750,1,4
140,1970,2750,1,2
140,1970,2750,1,2
140,1970,2750,1,2
140,1970,2750,1,3
140,1970,2750,1,3
130,1982,168,1,5
140,1991,1501,1,5
140,1991,1501,1,4
140,1991,1501,1,4
140,1991,1501,1,3
140,1991,1501,1,2
140,1991,1501,1,4
140,1991,1501,1,3
140,1991,1501,1,2
140,1991,1501,1,4
140,1991,1501,1,2
140,1991,1501,1,2
140,1991,1501,1,2
140,1991,1501,1,5
140,1991,1501,1,3
140,1991,1501,1,2
140,1991,1501,1,1
140,1991,1501,1,1
140,1991,1501,1,2
140,1991,1501,1,2
140,1991,1501,1,1
140,1898,530,2,3
140,1898,530,2,
140,1898,530,2,3
140,1898,530,2,
140,1898,530,2,3
140,1898,530,2,
140,1898,530,2,2
140,1898,530,2,
140,1898,530,2,3
140,1898,530,2,
140,1898,530,2,2
140,1898,530,2,
140,1898,530,2,2
140,1898,530,2,
140,1898,530,2,3
140,1898,530,2,
130,2004,110,1,3
140,1940,573,2,3
140,1940,573,2,2
140,1940,573,2,3
140,1940,573,2,2
140,1940,573,2,3
140,1940,573,2,2
140,1940,573,2,3
140,1940,573,2,2
140,1940,573,2,3
140,1940,573,2,2
140,1940,573,2,3
140,1940,573,2,2
140,1850,225,1,5
140,1850,225,1,4
130,1962,100,2,4
140,1910,258,1,4
140,1910,258,1,3
140,1971,2762,1,2
140,1971,2762,1,3
140,1971,2762,1,3
140,1971,2762,1,2
140,1971,2762,1,3
140,1971,2762,1,3
140,1971,2762,1,2
140,1971,2762,1,3
140,1971,2762,1,2
140,1971,2762,1,2
140,1971,2762,1,3
140,1971,2762,1,3
140,1971,2762,1,2
140,1971,2762,1,2
140,1971,2762,1,3
140,1971,2762,1,3
130,1941,84,1,4
140,1934,170,1,3
140,1934,170,1,3
130,1760,510,2,4
130,1760,510,2,2
130,1760,510,2,2
130,1760,510,2,2
130,1921,104,2,5
130,1988,60,1,2
140,1901,430,2,2
140,1901,430,2,3
140,1901,430,2,2
140,1901,430,2,2
140,1901,430,2,2
140,1901,430,2,2
140,1901,430,2,3
130,1921,100,2,5
130,1979,120,2,4
140,1924,483,2,3
140,1924,483,2,5
140,1924,483,2,3
140,1924,483,2,3
140,1924,483,2,2
140,1924,483,2,2
140,1924,483,2,4
130,2004,134,1,5
140,1952,576,1,4
140,1952,576,1,4
140,1952,576,1,4
140,1952,576,1,4
140,1952,576,1,4
140,1952,576,1,4
130,1982,106,1,3
130,1970,127,1,5
140,1680,182,7,6
140,1680,182,7,3
130,1973,192,1,5
140,1959,960,2,4
140,1959,960,2,3
140,1959,960,2,2
140,1959,960,2,3
140,1959,960,2,3
140,1959,960,2,4
140,1959,960,2,3
140,1959,960,2,2
140,1959,960,2,3
140,1959,960,2,3
140,1944,240,2,2
140,1944,240,2,2
140,1944,240,2,2
140,1944,240,2,2
130,1982,106,1,3
140,1937,158,1,2
140,1937,158,1,3
130,2009,61,1,2
130,1982,106,1,3
130,2008,96,2,3
130,1946,80,2,3
130,1971,97,2,4
130,1760,227,3,4
130,1760,227,3,3
130,1760,227,3,2
130,1978,128,2,6
140,1859,1174,2,3
140,1859,1174,2,2
140,1859,1174,2,1
140,1859,1174,2,2
140,1859,1174,2,1
140,1859,1174,2,2
140,1859,1174,2,2
140,1859,1174,2,2
140,1859,1174,2,1
140,1859,1174,2,1
140,1859,1174,2,3
140,1859,1174,2,2
140,1859,1174,2,2
140,1859,1174,2,3
140,1859,1174,2,2
140,1859,1174,2,3
140,1859,1174,2,2
140,1859,1174,2,2
140,1859,1174,2,3
140,1859,1174,2,2
140,1859,1174,2,2
140,1859,1174,2,2
140,1859,1174,2,2
140,1859,1174,2,2
140,1859,1174,2,2
130,1988,61,1,2
130,1998,92,1,3
130,1904,173,2,5
190,1922,66,9,4
130,1976,768,7,4
130,1976,768,7,4
130,1976,768,7,3
130,1976,768,7,2
130,1976,768,7,1
130,1940,67,1,4
140,1972,2690,1,2
140,1972,2690,1,3
140,1972,2690,1,4
140,1972,2690,1,3
140,1972,2690,1,3
140,1972,2690,1,2
140,1972,2690,1,2
140,1972,2690,1,1
140,1972,2690,1,3
140,1972,2690,1,4
140,1972,2690,1,3
140,1972,2690,1,2
140,1972,2690,1,2
140,1972,2690,1,3
140,1972,2690,1,3
140,1972,2690,1,2
140,1972,2690,1,3
140,1972,2690,1,3
140,1972,2690,1,2
140,1972,2690,1,3
140,1972,2690,1,1
140,1972,2690,1,3
140,1972,2690,1,4
140,1972,2690,1,3
130,1962,100,2,4
130,1996,71,2,2
130,1963,91,1,4
140,1975,1040,2,5
140,1975,1040,2,1
140,1975,1040,2,6
140,1975,1040,2,2
140,1975,1040,2,3
140,1975,1040,2,4
140,1975,1040,2,4
140,1975,1040,2,5
140,1975,1040,2,4
140,1975,1040,2,4
140,1975,1040,2,4
140,1975,1040,2,
140,1975,1040,2,1
140,1975,1040,2,1
140,1975,1040,2,1
140,1975,1040,2,1
140,1975,1040,2,5
140,1975,1040,2,4
140,1975,1040,2,4
130,1979,183,1,5
140,1955,930,1,1
140,1955,930,1,3
140,1955,930,1,1
140,1955,930,1,3
140,1955,930,1,1
140,1955,930,1,3
140,1955,930,1,1
140,1955,930,1,3
140,1955,930,1,1
140,1955,930,1,3
140,1955,930,1,1
140,1955,930,1,3
130,1962,99,1,5
130,1921,100,1,5
130,1973,146,2,5
140,1958,829,2,2
140,1958,829,2,5
140,1958,829,2,3
140,1958,829,2,3
140,1958,829,2,2
140,1958,829,2,
140,1958,829,2,3
140,1958,829,2,3
140,1958,829,2,3
140,1958,829,2,2
140,1899,674,2,3
140,1899,674,2,4
140,1899,674,2,3
140,1899,674,2,3
140,1899,674,2,3
140,1899,674,2,3
140,1899,674,2,3
140,1899,674,2,4
130,1977,108,1,4
130,1986,274,2,3
130,1986,274,2,2
140,1990,344,2,3
130,2000,94,1,3
130,1979,102,2,4
130,1965,93,7,4
130,1985,218,7,4
130,1983,171,1,4
130,1983,171,1,3
130,1887,104,2,3
130,1964,120,2,4
130,1987,264,2,4
130,1979,190,1,4
130,2004,348,1,2
130,2004,348,1,3
130,2004,348,1,2
130,2004,348,1,2
140,1934,220,2,3
140,1934,220,2,3
130,1959,92,1,4
140,1954,187,1,3
140,1954,187,1,3
140,1954,187,1,1
140,1954,187,1,1
130,2009,131,2,4
130,1977,108,1,4
130,1970,115,2,4
130,1982,106,1,3
130,1975,113,7,4
140,1917,296,2,2
140,1917,296,2,2
140,1917,296,2,4
140,1917,296,2,2
140,1917,296,2,2
130,2008,111,1,4
130,1975,118,2,4
130,1984,224,2,6
130,1984,224,2,5
130,1984,224,2,1
130,1991,244,1,2
130,1959,92,1,4
140,1934,348,1,3
140,1934,348,1,2
140,1934,348,1,2
140,1934,348,1,3
140,1934,348,1,3
140,1934,348,1,3
140,1934,348,1,3
130,1962,100,2,4
130,1975,118,2,4
130,1996,85,2,3
130,1982,126,1,4
140,2001,291,1,2
140,2001,291,1,2
140,2001,291,1,2
140,2001,291,1,3
130,1959,92,1,4
130,1971,96,2,3
130,2009,131,2,4
130,2008,136,1,4
130,1987,114,2,4
130,1964,102,2,5
130,1998,133,1,3
140,1860,188,2,5
140,1860,188,2,3
130,1985,101,3,4
140,1979,640,5,2
140,1979,640,5,2
140,1979,640,5,2
140,1979,640,5,2
130,1980,188,1,5
130,1996,71,2,2
130,1999,113,1,4
140,1822,272,7,3
140,1822,272,7,4
140,1822,272,7,3
140,1822,272,7,3
130,1978,188,1,4
130,1937,89,1,3
130,1937,89,1,
140,1937,110,1,2
140,1937,110,1,3
130,1990,606,1,4
130,1990,606,1,3
130,1990,606,1,2
130,1990,606,1,2
140,1895,160,2,4
140,1895,160,2,3
140,1902,209,5,2
140,1902,209,5,3
130,1987,95,7,4
130,1975,124,7,4
130,1976,108,1,4
140,1912,158,2,3
140,1912,158,2,3
130,1983,282,7,5
130,1983,282,7,1
130,1979,81,1,4
140,1965,1562,2,1
140,1965,1562,2,2
140,1965,1562,2,3
140,1965,1562,2,1
140,1965,1562,2,2
140,1965,1562,2,3
140,1965,1562,2,1
140,1965,1562,2,2
140,1965,1562,2,3
140,1965,1562,2,3
130,1987,153,2,5
130,1969,145,1,5
130,1954,110,2,5
130,2004,110,1,3
140,1954,1845,1,3
140,1954,1845,1,4
140,1954,1845,1,3
140,1954,1845,1,3
140,1954,1845,1,4
140,1954,1845,1,3
140,1954,1845,1,3
140,1954,1845,1,3
140,1954,1845,1,4
140,1954,1845,1,3
130,1957,105,2,4
140,1950,908,2,3
140,1950,908,2,3
140,1950,908,2,4
140,1950,908,2,3
140,1950,908,2,3
140,1950,908,2,3
140,1950,908,2,4
140,1950,908,2,3
140,1950,908,2,4
140,1950,908,2,3
140,1950,908,2,3
140,1950,908,2,2
130,1996,280,1,4
130,1996,280,1,3
130,1985,345,7,4
130,1985,345,7,4
140,1924,270,1,2
140,1924,270,1,3
140,1924,270,1,2
130,1940,120,2,5
130,1920,170,2,6
130,1969,149,2,5
130,1976,124,7,5
130,1987,118,7,5
140,2008,1208,2,2
140,2008,1208,2,2
140,2008,1208,2,5
140,2008,1208,2,2
140,2008,1208,2,4
140,2008,1208,2,3
140,2008,1208,2,2
140,2008,1208,2,2
140,2008,1208,2,3
140,1914,498,1,2
140,1914,498,1,
140,1914,498,1,3
140,1914,498,1,5
140,1914,498,1,5
140,1914,498,1,5
140,1990,516,2,3
140,1864,218,2,5
140,1864,218,2,3
130,1965,148,2,4
130,1965,148,2,
140,1930,208,1,4
140,1930,208,1,3
130,1990,155,1,5
130,1976,896,7,4
130,1976,896,7,3
130,1976,896,7,2
130,1976,896,7,1
130,1982,106,1,3
130,1986,242,7,6
130,1986,242,7,4
140,1923,267,7,3
140,1923,267,7,2
140,1923,267,7,1
140,1923,267,7,
140,1923,267,7,2
140,1923,267,7,1
140,1923,267,7,1
140,1923,267,7,1
140,1923,267,7,
140,1923,267,7,4
140,1949,141,1,3
140,1949,141,1,3
140,1953,1524,2,3
140,1953,1524,2,2
140,1953,1524,2,3
140,1953,1524,2,2
130,1980,183,1,5
130,1800,132,7,3
130,1988,73,1,3
130,2009,134,7,3
130,1941,84,1,4
130,1966,169,2,5
130,1991,336,2,3
130,1958,106,1,4
140,1969,2599,1,2
140,1969,2599,1,3
140,1969,2599,1,4
140,1969,2599,1,2
140,1969,2599,1,3
140,1969,2599,1,4
140,1969,2599,1,3
140,1969,2599,1,2
140,1969,2599,1,4
140,1969,2599,1,3
140,1969,2599,1,2
140,1969,2599,1,2
140,1969,2599,1,5
140,1969,2599,1,3
140,1969,2599,1,4
140,1930,276,1,6
140,1930,276,1,5
130,1974,896,1,4
130,1974,896,1,3
130,1974,896,1,1
130,1999,123,1,4
130,1976,124,7,5
130,1990,560,1,4
130,1990,560,1,4
130,1990,560,1,3
130,1990,560,1,2
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,2
140,1959,1803,1,4
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,2
140,1959,1803,1,4
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,2
130,1962,142,2,6
130,1962,142,2,
130,1982,138,1,4
140,1959,1350,2,3
140,1959,1350,2,3
140,1959,1350,2,3
140,1959,1350,2,2
140,1959,1350,2,3
140,1959,1350,2,3
140,1959,1350,2,3
140,1959,1350,2,2
140,1959,1350,2,2
140,1959,1350,2,3
140,1959,1350,2,3
140,1959,1350,2,3
140,1959,1350,2,2
130,1959,103,1,4
140,1919,875,1,2
140,1919,875,1,3
140,1919,875,1,3
140,1919,875,1,2
140,1919,875,1,3
140,1919,875,1,3
140,1919,875,1,2
140,1919,875,1,3
140,1919,875,1,4
140,1919,875,1,3
140,1919,875,1,3
140,1998,218,1,2
140,1998,218,1,1
140,1998,218,1,1
140,1998,218,1,1
140,1998,218,1,1
140,1998,218,1,1
140,1998,218,1,1
140,1998,218,1,1
130,2008,111,1,4
130,1988,60,1,2
130,1982,106,1,3
130,1946,125,2,4
130,2001,104,1,4
130,1970,115,2,4
140,1979,654,7,3
140,1979,654,7,3
140,1979,654,7,3
130,1958,126,1,5
130,1973,144,7,4
130,1976,146,2,5
130,1981,236,2,5
130,1981,236,2,5
130,1973,144,5,6
130,1986,288,1,3
130,1986,288,1,2
130,1986,288,1,1
130,1986,288,1,1
130,2000,112,1,4
130,1984,206,7,4
130,1984,206,7,3
130,2008,83,2,2
130,1996,516,2,3
130,2007,114,1,4
130,1921,100,2,5
130,1982,168,1,3
130,2008,136,1,4
130,1982,106,1,3
140,1578,353,2,1
140,1578,353,2,1
140,1578,353,2,3
140,1578,353,2,3
140,1802,403,3,2
140,1802,403,3,2
140,1802,403,3,3
140,1802,403,3,5
140,1802,403,3,1
140,1965,194,2,7
140,1965,194,2,7
140,1965,194,2,1
130,1978,102,2,4
130,1994,343,1,4
130,1994,343,1,4
130,1994,343,1,3
130,1994,343,1,3
140,1998,217,1,1
140,1998,217,1,1
140,1998,217,1,1
140,1998,217,1,2
140,1998,217,1,4
140,1998,217,1,3
140,1998,217,1,2
140,1998,217,1,2
140,1998,217,1,1
140,1998,217,1,1
140,1998,217,1,1
140,1998,217,1,1
140,1998,217,1,1
140,1998,217,1,1
140,1998,217,1,4
140,1998,217,1,3
140,1939,480,1,2
140,1939,480,1,2
140,1939,480,1,2
140,1939,480,1,2
130,1965,240,2,4
130,1979,270,2,5
130,1979,153,1,4
130,1979,153,1,2
130,1982,154,1,5
140,1944,424,1,1
140,1944,424,1,2
140,1944,424,1,2
140,1944,424,1,2
140,1944,424,1,2
140,1944,424,1,1
140,1944,424,1,2
140,1944,424,1,2
140,1898,210,2,2
140,1898,210,2,3
140,1898,210,2,2
140,1898,210,2,2
130,1962,102,1,4
130,1931,138,1,3
140,1900,158,2,3
140,1900,158,2,3
130,1977,155,7,5
140,1999,142,1,2
140,1902,468,2,4
140,1902,468,2,4
140,1902,468,2,4
140,1902,468,2,2
140,1902,468,2,2
140,1902,125,2,3
140,1902,125,2,2
130,1987,153,2,5
130,2009,112,1,4
130,1940,67,2,4
140,1910,211,2,3
140,1910,211,2,3
140,1910,211,2,3
130,1979,119,7,5
130,1979,188,1,5
130,1965,117,2,4
130,1977,183,1,4
140,1982,156,7,2
140,1982,156,7,2
130,2009,112,1,4
130,2013,116,2,4
130,2009,106,1,4
130,1992,559,2,4
130,1992,559,2,3
140,1900,169,7,3
140,1900,169,7,3
140,1713,307,2,4
140,1713,307,2,1
140,1713,307,2,4
140,1713,307,2,4
140,1713,307,2,2
140,1900,202,2,3
140,1900,202,2,3
140,1900,202,2,2
130,1977,93,2,3
130,1975,120,2,4
130,1982,129,1,4
130,1780,100,2,3
130,1982,106,1,3
140,1880,411,2,3
140,1880,411,2,5
140,1962,618,1,2
140,1962,618,1,5
140,1962,618,1,2
140,1962,618,1,2
140,1962,618,1,3
140,1962,618,1,2
140,1962,618,1,2
140,1962,618,1,2
140,1962,618,1,4
140,1962,618,1,2
140,1962,618,1,1
140,1962,618,1,
140,1962,618,1,2
140,1962,618,1,2
140,1962,618,1,3
140,1962,618,1,2
140,1962,618,1,3
190,1960,47,2,2
140,1910,369,2,3
140,1910,369,2,1
140,1910,369,2,4
140,1910,369,2,3
140,1910,369,2,1
140,1870,548,2,9
140,1870,548,2,3
140,1870,548,2,3
140,1870,548,2,3
140,1870,548,2,2
140,1870,548,2,7
140,1870,548,2,2
130,1986,295,1,3
130,1986,295,1,2
130,1986,295,1,2
130,1986,295,1,1
140,1924,480,1,2
140,1924,480,1,2
140,1924,480,1,2
140,1924,480,1,2
140,1924,480,1,2
140,1924,480,1,2
130,1975,118,2,4
130,2008,111,1,4
130,1975,118,2,4
130,1979,102,7,4
140,1971,2124,1,2
140,1971,2124,1,3
140,1971,2124,1,3
140,1971,2124,1,2
140,1971,2124,1,3
140,1971,2124,1,3
140,1971,2124,1,2
140,1971,2124,1,3
140,1971,2124,1,3
140,1969,2618,1,2
140,1969,2618,1,3
140,1969,2618,1,3
140,1969,2618,1,2
140,1969,2618,1,3
140,1969,2618,1,3
140,1969,2618,1,3
140,1969,2618,1,3
140,1969,2618,1,2
140,1969,2618,1,4
140,1969,2618,1,3
140,1969,2618,1,2
140,1969,2618,1,2
140,1969,2618,1,3
140,1969,2618,1,3
130,1998,113,1,3
140,1907,205,2,3
140,1907,205,2,2
140,1907,205,2,
140,1907,205,2,4
130,1994,430,2,3
130,1962,140,2,6
130,2008,111,1,4
130,1982,129,1,4
140,1990,604,2,3
140,1990,604,2,2
130,1984,258,2,5
130,1984,258,2,4
130,1994,348,2,3
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
140,1962,1645,2,1
130,1970,115,2,4
130,1997,102,1,3
130,1959,92,1,4
130,1983,152,1,3
130,1983,152,1,2
130,2009,372,2,2
140,1835,1014,2,2
140,1835,1014,2,4
140,1835,1014,2,1
140,1835,1014,2,2
140,1835,1014,2,5
140,1835,1014,2,3
140,1835,1014,2,2
140,1835,1014,2,4
140,1835,1014,2,3
140,1835,1014,2,2
140,1835,1014,2,4
140,1835,1014,2,3
130,1976,124,1,4
130,1973,123,7,4
130,1816,120,1,5
130,1816,120,1,4
130,1921,106,1,5
140,1965,1920,1,3
140,1965,1920,1,4
140,1965,1920,1,3
140,1965,1920,1,3
140,1965,1920,1,4
140,1965,1920,1,3
140,1965,1920,1,3
140,1965,1920,1,4
140,1965,1920,1,3
130,1919,142,2,5
130,1998,131,1,4
140,1905,257,1,3
140,1905,257,1,3
140,1905,257,1,3
130,2000,232,2,2
130,1982,159,1,5
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,3
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,3
140,1917,938,2,3
140,1917,938,2,2
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,4
140,1917,938,2,2
140,1917,938,2,3
140,1917,938,2,2
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,1
140,1917,938,2,
140,1917,938,2,4
140,1917,938,2,4
140,1917,938,2,3
140,1917,938,2,
140,1917,938,2,3
140,1917,938,2,3
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,3
140,1917,938,2,
140,1917,938,2,3
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,2
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,5
140,1917,938,2,3
140,1917,938,2,2
140,1917,938,2,2
140,1917,938,2,2
140,1917,938,2,
140,1917,938,2,3
140,1917,938,2,2
140,1917,938,2,3
140,1917,938,2,2
140,1917,938,2,2
140,1917,938,2,2
140,1917,938,2,
130,1988,635,2,4
130,1988,635,2,3
130,1988,635,2,4
130,1988,635,2,2
130,1988,635,2,1
130,1988,635,2,4
130,1988,635,2,2
130,1988,635,2,1
140,1963,6134,2,3
140,1963,6134,2,2
140,1963,6134,2,2
140,1963,6134,2,2
140,1963,6134,2,2
140,1963,6134,2,2
140,1963,6134,2,3
140,1963,6134,2,4
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,1
140,1963,6134,2,1
140,1963,6134,2,4
140,1963,6134,2,4
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,2
140,1963,6134,2,1
140,1963,6134,2,4
140,1963,6134,2,4
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,3
140,1963,6134,2,3
140,1963,6134,2,2
140,1963,6134,2,2
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,3
140,1963,6134,2,4
140,1963,6134,2,2
140,1963,6134,2,2
140,1963,6134,2,1
140,1963,6134,2,1
140,1963,6134,2,4
140,1963,6134,2,4
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,2
140,1963,6134,2,1
140,1963,6134,2,4
140,1963,6134,2,4
140,1963,6134,2,1
140,1963,6134,2,1
140,1963,6134,2,
140,1963,6134,2,2
140,1963,6134,2,1
140,1963,6134,2,1
140,1963,6134,2,4
140,1963,6134,2,4
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,1
140,1963,6134,2,1
140,1963,6134,2,4
140,1963,6134,2,4
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,2
140,1963,6134,2,
140,1963,6134,2,1
140,1963,6134,2,4
140,1963,6134,2,4
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,4
140,1963,6134,2,4
140,1963,6134,2,1
140,1963,6134,2,2
140,1963,6134,2,1
140,1963,6134,2,1
140,1963,6134,2,4
130,2011,150,2,12
130,2011,150,2,5
140,1905,632,2,3
140,1905,632,2,2
140,1905,632,2,3
140,1905,632,2,2
140,1905,632,2,3
140,1905,632,2,2
140,1905,632,2,3
140,1905,632,2,2
140,2004,906,2,3
140,2004,906,2,3
140,2004,906,2,3
140,2004,906,2,3
140,2004,906,2,3
140,2004,906,2,3
140,2004,906,2,3
140,2004,906,2,3
140,2004,906,2,3
140,2004,906,2,3
140,1900,502,2,2
140,1900,502,2,1
140,1900,502,2,1
140,1900,502,2,2
140,1900,502,2,2
140,1900,502,2,2
140,1900,502,2,3
140,1900,502,2,7
140,1900,502,2,7
130,1921,100,1,5
140,1924,123,1,2
140,1924,123,1,3
140,1929,178,2,3
140,1929,178,2,3
130,1965,97,5,4
130,1923,135,5,2
130,1962,100,2,4
130,1972,146,2,5
140,1902,486,1,3
140,1902,486,1,3
140,1902,486,1,3
130,1976,146,2,5
130,1961,132,1,4
130,2000,112,1,4
130,1962,100,2,4
130,1900,136,1,4
140,1965,3321,1,3
140,1965,3321,1,4
140,1965,3321,1,3
140,1965,3321,1,3
140,1965,3321,1,4
140,1965,3321,1,3
140,1965,3321,1,3
140,1965,3321,1,4
140,1965,3321,1,3
130,1962,100,2,4
130,1825,338,2,3
130,1825,338,2,5
140,1908,304,2,3
140,1908,304,2,3
140,1908,304,2,2
140,1908,304,2,3
130,1976,124,1,4
140,1959,1884,1,4
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,2
140,1959,1884,1,4
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,2
140,1959,1884,1,4
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,2
140,1960,951,1,2
140,1960,951,1,4
140,1960,951,1,2
140,1960,951,1,3
140,1960,951,1,2
140,1960,951,1,2
140,1960,951,1,4
140,1960,951,1,2
140,1960,951,1,3
140,1960,951,1,2
140,1960,951,1,2
140,1960,951,1,4
140,1960,951,1,2
140,1960,951,1,3
140,1960,951,1,2
140,1915,544,1,2
140,1915,544,1,3
140,1915,544,1,2
140,1915,544,1,3
140,1915,544,1,2
140,1915,544,1,3
140,1915,544,1,2
140,1915,544,1,
140,1915,544,1,2
140,1915,544,1,3
130,1949,117,2,5
140,1897,383,2,6
140,1897,383,2,6
130,1984,186,2,4
130,1977,149,2,5
140,1936,176,1,3
140,1936,176,1,3
130,1968,136,2,5
130,1988,604,2,4
130,1988,604,2,3
130,1988,604,2,4
130,1988,604,2,4
130,1988,604,2,4
130,1988,604,2,4
130,1920,140,2,5
130,2001,132,1,4
130,1978,102,2,4
140,1969,1292,1,1
140,1969,1292,1,6
140,1969,1292,1,1
140,1969,1292,1,2
140,1969,1292,1,2
140,1969,1292,1,2
140,1969,1292,1,2
140,1969,1292,1,2
140,1969,1292,1,2
140,1969,1292,1,2
140,1969,1292,1,3
140,1969,1292,1,3
140,1969,1292,1,4
140,1969,1292,1,4
140,1969,1292,1,1
140,1969,1292,1,2
140,1969,1292,1,2
140,1969,1292,1,2
140,1969,1292,1,2
130,1977,108,1,4
130,1962,100,2,4
130,1976,108,1,4
130,2002,83,1,3
130,1978,183,1,4
130,1910,71,7,5
130,1959,92,1,4
130,1967,113,2,4
130,1964,117,2,5
140,1901,698,2,1
140,1901,698,2,4
140,1901,698,2,3
140,1901,698,2,4
140,1901,698,2,3
140,1901,698,2,3
140,1901,698,2,2
140,1901,698,2,3
140,1901,698,2,3
130,1967,113,2,4
140,1890,180,2,3
140,1890,180,2,3
130,2004,105,1,4
130,2013,116,2,4
130,1969,127,1,5
130,1982,428,1,4
140,1924,138,1,2
140,1924,138,1,3
140,1736,268,7,3
140,1736,268,7,1
140,1736,268,7,1
140,1736,268,7,2
130,2001,112,1,4
130,1977,108,1,4
140,1959,1884,1,4
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,4
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,4
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1908,230,2,4
140,1908,230,2,4
130,2007,134,1,3
130,1971,140,2,2
140,1964,5696,1,4
140,1964,5696,1,4
140,1964,5696,1,4
140,1964,5696,1,4
140,1964,5696,1,4
140,1964,5696,1,4
